x-axis,1,2
second,Volt,Volt
+49.50000E-03,,
+49.52500E-03,,
+49.55000E-03,+11.60577863E+00,-8.33071615E+00
+49.57500E-03,+11.60577863E+00,-8.33071615E+00
+49.60000E-03,+11.60577863E+00,-8.33071615E+00
+49.62500E-03,+11.60577863E+00,-8.33071615E+00
+49.65000E-03,+11.66105501E+00,-8.33071615E+00
+49.67500E-03,+11.60577863E+00,-8.46890710E+00
+49.70000E-03,+11.60577863E+00,-8.33071615E+00
+49.72500E-03,+11.60577863E+00,-8.33071615E+00
+49.75000E-03,+11.60577863E+00,-8.33071615E+00
+49.77500E-03,+11.60577863E+00,-8.38096740E+00
+49.80000E-03,+11.60577863E+00,-8.33071615E+00
+49.82500E-03,+11.60577863E+00,-8.33071615E+00
+49.85000E-03,+11.60577863E+00,-8.33071615E+00
+49.87500E-03,+11.60577863E+00,-8.33071615E+00
+49.90000E-03,+11.60577863E+00,-8.33071615E+00
+49.92500E-03,+11.60577863E+00,-8.33071615E+00
+49.95000E-03,+11.60577863E+00,-8.33071615E+00
+49.97500E-03,+11.60577863E+00,-8.46890710E+00
+50.00000E-03,+11.60577863E+00,-8.33071615E+00
+50.02500E-03,+11.60577863E+00,-8.33071615E+00
+50.05000E-03,+11.60577863E+00,-8.33071615E+00
+50.07500E-03,+11.60577863E+00,-8.46890710E+00
+50.10000E-03,+11.60577863E+00,-8.26790208E+00
+50.12500E-03,+11.62587913E+00,-8.33071615E+00
+50.15000E-03,+11.66105501E+00,-8.33071615E+00
+50.17500E-03,+11.60577863E+00,-8.33071615E+00
+50.20000E-03,+11.66105501E+00,-8.33071615E+00
+50.22500E-03,+11.60577863E+00,-8.33071615E+00
+50.25000E-03,+11.66105501E+00,-8.33071615E+00
+50.27500E-03,+11.60577863E+00,-8.33071615E+00
+50.30000E-03,+11.60577863E+00,-8.33071615E+00
+50.32500E-03,+11.66105501E+00,-8.33071615E+00
+50.35000E-03,+11.60577863E+00,-8.17996238E+00
+50.37500E-03,+11.60577863E+00,-8.33071615E+00
+50.40000E-03,+11.60577863E+00,-8.33071615E+00
+50.42500E-03,+11.60577863E+00,-8.33071615E+00
+50.45000E-03,+11.60577863E+00,-8.33071615E+00
+50.47500E-03,+11.66105501E+00,-8.26790208E+00
+50.50000E-03,+11.60577863E+00,-8.33071615E+00
+50.52500E-03,+11.60577863E+00,-8.33071615E+00
+50.55000E-03,+11.60577863E+00,-8.33071615E+00
+50.57500E-03,+11.60577863E+00,-8.33071615E+00
+50.60000E-03,+11.60577863E+00,-8.17996238E+00
