x-axis,1
second,Volt
-3.40000E-03,-863.25388E-03
-3.37500E-03,-843.15338E-03
-3.35000E-03,-823.05288E-03
-3.32500E-03,-823.05288E-03
-3.30000E-03,-823.05288E-03
-3.27500E-03,-823.05288E-03
-3.25000E-03,-823.05288E-03
-3.22500E-03,-823.05288E-03
-3.20000E-03,-823.05288E-03
-3.17500E-03,-823.05288E-03
-3.15000E-03,-802.95238E-03
-3.12500E-03,-802.95238E-03
-3.10000E-03,-802.95238E-03
-3.07500E-03,-802.95238E-03
-3.05000E-03,-782.85187E-03
-3.02500E-03,-802.95238E-03
-3.00000E-03,-802.95238E-03
-2.97500E-03,-782.85187E-03
-2.95000E-03,-782.85187E-03
-2.92500E-03,-782.85187E-03
-2.90000E-03,-782.85187E-03
-2.87500E-03,-782.85187E-03
-2.85000E-03,-782.85187E-03
-2.82500E-03,-782.85187E-03
-2.80000E-03,-762.75137E-03
-2.77500E-03,-782.85187E-03
-2.75000E-03,-782.85187E-03
-2.72500E-03,-742.65087E-03
-2.70000E-03,-782.85187E-03
-2.67500E-03,-742.65087E-03
-2.65000E-03,-742.65087E-03
-2.62500E-03,-742.65087E-03
-2.60000E-03,-742.65087E-03
-2.57500E-03,-742.65087E-03
-2.55000E-03,-742.65087E-03
-2.52500E-03,-742.65087E-03
-2.50000E-03,-742.65087E-03
-2.47500E-03,-742.65087E-03
-2.45000E-03,-742.65087E-03
-2.42500E-03,-725.06293E-03
-2.40000E-03,-702.44987E-03
-2.37500E-03,-742.65087E-03
-2.35000E-03,-742.65087E-03
-2.32500E-03,-702.44987E-03
-2.30000E-03,-702.44987E-03
-2.27500E-03,-702.44987E-03
-2.25000E-03,-725.06293E-03
-2.22500E-03,-702.44987E-03
-2.20000E-03,-702.44987E-03
-2.17500E-03,-702.44987E-03
-2.15000E-03,-702.44987E-03
-2.12500E-03,-702.44987E-03
-2.10000E-03,-684.86193E-03
-2.07500E-03,-702.44987E-03
-2.05000E-03,-702.44987E-03
-2.02500E-03,-662.24886E-03
-2.00000E-03,-662.24886E-03
-1.97500E-03,-662.24886E-03
-1.95000E-03,-662.24886E-03
-1.92500E-03,-662.24886E-03
-1.90000E-03,-662.24886E-03
-1.87500E-03,-662.24886E-03
-1.85000E-03,-662.24886E-03
-1.82500E-03,-662.24886E-03
-1.80000E-03,-662.24886E-03
-1.77500E-03,-662.24886E-03
-1.75000E-03,-662.24886E-03
-1.72500E-03,-642.14836E-03
-1.70000E-03,-644.66092E-03
-1.67500E-03,-644.66092E-03
-1.65000E-03,-662.24886E-03
-1.62500E-03,-642.14836E-03
-1.60000E-03,-622.04786E-03
-1.57500E-03,-622.04786E-03
-1.55000E-03,-622.04786E-03
-1.52500E-03,-622.04786E-03
-1.50000E-03,-622.04786E-03
-1.47500E-03,-622.04786E-03
-1.45000E-03,-622.04786E-03
-1.42500E-03,-604.45992E-03
-1.40000E-03,-622.04786E-03
-1.37500E-03,-622.04786E-03
-1.35000E-03,-601.94735E-03
-1.32500E-03,-604.45992E-03
-1.30000E-03,-581.84685E-03
-1.27500E-03,-601.94735E-03
-1.25000E-03,-581.84685E-03
-1.22500E-03,-581.84685E-03
-1.20000E-03,-581.84685E-03
-1.17500E-03,-581.84685E-03
-1.15000E-03,-581.84685E-03
-1.12500E-03,-581.84685E-03
-1.10000E-03,-581.84685E-03
-1.07500E-03,-581.84685E-03
-1.05000E-03,-581.84685E-03
-1.02500E-03,-581.84685E-03
-1.00000E-03,-581.84685E-03
-975.00E-06,-541.64585E-03
-950.00E-06,-564.25891E-03
-925.00E-06,-564.25891E-03
-900.00E-06,-541.64585E-03
-875.00E-06,-541.64585E-03
-850.00E-06,-541.64585E-03
-825.00E-06,-541.64585E-03
-800.00E-06,-541.64585E-03
-775.00E-06,-521.54534E-03
-750.00E-06,-541.64585E-03
-725.00E-06,-521.54534E-03
-700.00E-06,-521.54534E-03
-675.00E-06,-541.64585E-03
-650.00E-06,-501.44484E-03
-625.00E-06,-501.44484E-03
-600.00E-06,-501.44484E-03
-575.00E-06,-501.44484E-03
-550.00E-06,-501.44484E-03
-525.00E-06,-501.44484E-03
-500.00E-06,-501.44484E-03
-475.00E-06,-501.44484E-03
-450.00E-06,-501.44484E-03
-425.00E-06,-501.44484E-03
-400.00E-06,-501.44484E-03
-375.00E-06,-501.44484E-03
-350.00E-06,-483.85690E-03
-325.00E-06,-481.34434E-03
-300.00E-06,-483.85690E-03
-275.00E-06,-481.34434E-03
-250.00E-06,-461.24384E-03
-225.00E-06,-461.24384E-03
-200.00E-06,-461.24384E-03
-175.00E-06,-461.24384E-03
-150.00E-06,-461.24384E-03
-125.00E-06,-461.24384E-03
-100.00E-06,-461.24384E-03
-75.00E-06,-461.24384E-03
-50.00E-06,-461.24384E-03
-25.00E-06,-461.24384E-03
-0.0E+00,-461.24384E-03
+25.00E-06,-441.14334E-03
+50.00E-06,-441.14334E-03
+75.00E-06,-441.14334E-03
+100.00E-06,-461.24384E-03
+125.00E-06,-461.24384E-03
+150.00E-06,-461.24384E-03
+175.00E-06,-461.24384E-03
+200.00E-06,-461.24384E-03
+225.00E-06,-461.24384E-03
+250.00E-06,-461.24384E-03
+275.00E-06,-461.24384E-03
+300.00E-06,-501.44484E-03
+325.00E-06,-461.24384E-03
+350.00E-06,-483.85690E-03
+375.00E-06,-483.85690E-03
+400.00E-06,-501.44484E-03
+425.00E-06,-481.34434E-03
+450.00E-06,-461.24384E-03
+475.00E-06,-501.44484E-03
+500.00E-06,-501.44484E-03
+525.00E-06,-501.44484E-03
+550.00E-06,-501.44484E-03
+575.00E-06,-501.44484E-03
+600.00E-06,-521.54534E-03
+625.00E-06,-524.05791E-03
+650.00E-06,-501.44484E-03
+675.00E-06,-541.64585E-03
+700.00E-06,-541.64585E-03
+725.00E-06,-541.64585E-03
+750.00E-06,-541.64585E-03
+775.00E-06,-541.64585E-03
+800.00E-06,-541.64585E-03
+825.00E-06,-541.64585E-03
+850.00E-06,-541.64585E-03
+875.00E-06,-541.64585E-03
+900.00E-06,-541.64585E-03
+925.00E-06,-561.74635E-03
+950.00E-06,-541.64585E-03
+975.00E-06,-541.64585E-03
+1.00000E-03,-581.84685E-03
+1.02500E-03,-581.84685E-03
+1.05000E-03,-581.84685E-03
+1.07500E-03,-581.84685E-03
+1.10000E-03,-581.84685E-03
+1.12500E-03,-561.74635E-03
+1.15000E-03,-581.84685E-03
+1.17500E-03,-581.84685E-03
